courseID,studentID
0,1940
0,5991
0,1991
0,2630
0,5698
0,9125
0,1214
0,6796
0,8045
0,6809
0,206
0,8589
0,6567
0,7198
0,296
0,4271
0,6129
0,5086
0,1610
0,224
0,1843
0,1288
0,6450
0,2651
0,5061
0,3190
0,8104
0,5673
0,1115
0,3379
0,5238
0,2438
0,3377
0,5262
0,8664
0,3395
0,6171
0,2794
0,500
0,4764
0,6188
0,8426
0,8991
0,5003
0,2741
0,3166
0,819
0,3456
0,7463
0,1563
1,5394
1,4204
1,2188
1,8676
1,3759
1,3496
1,337
1,6971
1,4099
1,4001
1,3255
1,6856
1,406
1,3148
1,6864
1,4082
1,3027
1,1685
1,3107
1,6919
1,7308
1,3504
1,7594
1,8789
1,776
1,4483
1,5031
1,5699
1,3192
1,12
1,2109
1,6026
1,6155
1,6862
1,1592
1,7448
1,3494
1,6914
1,2565
1,4344
1,2211
1,8895
1,2206
1,826
2,370
2,2292
2,8445
2,8517
2,529
2,4236
2,7195
2,1996
2,3623
2,4839
2,4648
2,6240
2,651
2,4086
2,8041
2,8840
2,5487
2,9729
2,2824
2,4065
2,3197
2,2662
2,1935
2,8574
2,3776
2,2001
2,6996
2,3442
2,2767
2,1239
2,499
2,2068
2,3901
2,525
2,2438
2,7657
2,8906
2,388
2,4152
2,27
2,2298
2,8081
2,9229
2,8233
2,9168
2,6476
2,4044
2,459
2,1110
2,5031
3,6605
3,8645
3,7146
3,8328
3,9600
3,9538
3,8633
3,1563
3,1513
3,8478
3,7702
3,5199
3,8163
3,2335
3,4575
3,1269
3,2946
3,2460
3,5401
3,5160
3,4388
3,887
3,1285
3,8482
3,9027
3,9790
3,8930
3,2659
3,607
3,1635
3,3387
3,8640
3,7403
3,3008
3,5362
3,2923
3,7353
3,7825
3,9947
3,9588
3,4422
3,6021
3,1313
3,5524
3,7241
3,1776
3,9860
3,9534
3,2260
4,3342
4,2309
4,7179
4,462
4,3595
4,3157
4,9626
4,8724
4,9167
4,843
4,1001
4,7680
4,9805
4,8581
4,4057
4,2539
4,1959
4,3459
4,597
4,5784
4,4993
4,1472
4,7121
4,8604
4,500
4,6455
4,9099
4,8539
4,9745
4,5778
4,1015
4,1834
4,7971
4,7891
4,9901
4,2140
4,1079
4,9228
4,1351
4,4927
4,455
4,8045
4,7258
4,8872
4,9634
4,6168
4,9813
4,1565
4,490
4,808
5,436
5,2101
5,4602
5,5984
5,6784
5,515
5,1683
5,2767
5,4582
5,8432
5,7558
5,7050
5,3589
5,8769
5,3544
5,2424
5,1935
5,6880
5,7597
5,2841
5,5617
5,293
5,2556
5,4578
5,2800
5,2276
5,3561
5,2656
5,2018
5,4644
5,1319
5,2089
5,5027
5,3197
5,1736
5,4902
5,1911
5,7241
5,6590
5,183
5,4265
5,1415
5,3643
5,261
5,7693
5,2167
5,8858
5,6363
5,4647
5,3185
6,3463
6,7415
6,2940
6,2348
6,5147
6,1278
6,5777
6,2904
6,7957
6,1493
6,2862
6,4150
6,8546
6,6009
6,6251
6,5250
6,774
6,5983
6,1439
6,3406
6,4644
6,6095
6,1842
6,856
6,3020
6,2266
6,9466
6,1626
6,447
6,2066
6,8014
6,8069
6,1630
6,1214
6,8435
6,6378
6,2113
6,4099
6,9750
6,3953
6,9504
6,3749
6,9196
6,3894
6,7721
6,2608
6,5038
6,6886
6,861
7,4967
7,580
7,3419
7,337
7,9491
7,3765
7,8090
7,3354
7,2588
7,4017
7,3456
7,9936
7,2276
7,1460
7,5145
7,2317
7,2248
7,914
7,6428
7,1565
7,8875
7,8963
7,1128
7,2542
7,3118
7,3872
7,2321
7,1667
7,482
7,1591
7,5240
7,1163
7,9947
7,642
7,4036
7,4821
7,316
7,4712
7,8985
7,5757
7,9560
7,3742
7,2032
7,8000
7,8675
7,6007
7,1247
7,8515
7,1561
7,9027
8,200
8,3725
8,6365
8,5250
8,1988
8,164
8,8885
8,8444
8,6041
8,4598
8,9028
8,4611
8,9674
8,2280
8,3260
8,5196
8,1039
8,6820
8,3908
8,3799
8,2391
8,9652
8,66
8,8875
8,8646
8,404
8,9406
8,8194
8,4418
8,3853
8,2058
8,1762
8,4167
8,6428
8,7899
8,1268
8,434
8,4623
8,395
8,5398
8,1953
8,9013
8,449
8,3902
8,2212
8,9705
8,5510
8,2862
8,7432
8,5749
9,2248
9,1034
9,8726
9,5796
9,835
9,2332
9,1943
9,7622
9,5950
9,9232
9,1733
9,3111
9,8410
9,3143
9,5825
9,7134
9,8824
9,4269
9,9504
9,9066
9,12
9,5179
9,2773
9,4345
9,6435
9,7545
9,5550
9,2009
9,7194
9,3952
9,292
9,2118
9,7336
9,6779
9,1947
9,9030
9,817
9,9099
9,1249
9,5081
9,513
9,2325
9,3214
9,2229
9,2774
9,3934
9,3975
9,2329
9,3963
9,8035
10,9219
10,1539
10,9822
10,9768
10,5306
10,606
10,3359
10,4896
10,6399
10,1272
10,3146
10,7280
10,7109
10,5208
10,8769
10,170
10,1501
10,857
10,4753
10,7542
10,8546
10,8552
10,3148
10,3458
10,1765
10,5050
10,9350
10,6669
10,5535
10,9274
11,5580
11,4305
11,3716
11,6787
11,3216
11,8724
11,3265
11,5814
11,3082
11,3322
11,2069
11,4617
11,166
11,448
11,9060
11,1054
11,1778
11,9064
11,4167
11,3682
11,5476
11,8476
11,2542
11,6880
11,8787
11,9902
11,4924
11,3483
11,7299
11,4767
11,2747
11,5434
11,7705
11,9879
11,2298
11,9121
11,5293
11,6244
11,3589
11,7248
11,4243
11,4855
11,5417
11,7928
11,8636
11,8357
11,8318
11,8623
11,3263
11,4719
12,9642
12,9601
12,9097
12,1041
12,6513
12,1987
12,2079
12,4150
12,37
12,749
12,8299
12,6891
12,1040
12,6246
12,209
12,7513
12,6694
12,1583
12,9641
12,7865
12,7173
12,2661
12,5183
12,3826
12,1624
12,382
12,6412
12,220
12,9557
12,3589
12,1880
12,9686
12,2700
12,395
12,7980
12,9219
12,4839
12,1489
12,4691
12,4412
12,8589
12,1256
12,6779
12,5434
12,7696
12,9411
12,228
12,2643
12,9024
13,8773
13,4892
13,6338
13,5686
13,7799
13,9345
13,5081
13,6918
13,2574
13,691
13,8293
13,4522
13,6866
13,2075
13,3226
13,1429
13,1523
13,4744
13,2468
13,4729
13,1228
13,2226
13,3786
13,1466
13,4747
13,9408
13,9947
13,8452
13,2482
13,7712
13,477
13,211
13,6535
13,3794
13,6900
13,9834
13,648
13,9089
13,9676
13,4377
13,1574
13,9893
13,828
13,6661
13,1965
13,9657
13,8892
13,6813
13,3327
13,5913
14,7547
14,8549
14,1744
14,4939
14,8726
14,2378
14,4335
14,3647
14,1252
14,2281
14,4114
14,4451
14,7763
14,4927
14,5306
14,9032
14,553
14,7353
14,597
14,308
14,8016
14,5283
14,6386
14,1705
14,3648
14,6891
14,8500
14,9193
14,4944
14,991
14,3012
14,3899
14,336
14,980
14,1877
14,920
14,4322
14,5406
14,3922
14,6818
14,502
14,1628
14,496
14,3707
14,207
14,4061
14,4719
14,4411
14,1965
14,9977
15,3981
15,1559
15,2058
15,6671
15,2500
15,4262
15,3002
15,9149
15,266
15,1159
15,5
15,7320
15,4137
15,8659
15,2922
15,4633
15,5510
15,5115
15,2933
15,5384
15,3008
15,4771
15,7430
15,820
15,5865
15,4056
15,5605
15,7375
15,750
15,3419
15,1367
15,9344
15,3880
15,9907
15,4082
15,6247
15,5721
15,8348
15,4981
15,1614
15,3075
15,5412
15,7662
15,3306
15,8013
15,1518
15,7232
15,8521
15,2401
15,7160
16,740
16,6455
16,4458
16,6364
16,5406
16,3661
16,6244
16,4302
16,5550
16,5236
16,3214
16,7462
16,6474
16,5306
16,4749
16,1674
16,6690
16,9482
16,1668
16,3337
16,1138
16,5463
16,7390
16,739
16,132
16,8496
16,8954
16,1579
16,6065
16,2997
16,5705
16,1932
16,2632
16,9886
16,115
16,3863
16,8394
16,7467
16,33
16,45
16,9340
16,6625
16,1447
16,9208
16,4271
16,4724
16,1268
16,4708
16,1460
17,6706
17,803
17,833
17,6247
17,768
17,1022
17,5637
17,6868
17,6652
17,9625
17,9798
17,3423
17,6878
17,5347
17,9851
17,8608
17,9256
17,5031
17,9640
17,6209
17,4135
17,5105
17,3452
17,5940
17,7852
17,6076
17,1677
17,6930
17,8633
17,1293
17,3113
17,2359
17,8492
17,6781
17,8706
17,128
17,7526
17,2993
17,8125
17,4691
17,7910
17,7231
17,4371
17,4050
17,2309
17,6155
17,6583
17,1615
17,4731
17,1975
18,1615
18,5495
18,153
18,9604
18,8620
18,620
18,530
18,365
18,77
18,5374
18,6756
18,8709
18,8920
18,9691
18,8587
18,6093
18,7121
18,1876
18,9553
18,3613
18,1167
18,5089
18,6463
18,5263
18,3664
18,5201
18,4550
18,8682
18,9834
18,2571
18,5815
18,2863
18,9763
18,4322
18,6064
18,2179
18,9610
18,6895
18,9685
18,3473
18,7524
18,6889
18,1655
18,6599
18,2018
18,3558
18,2193
18,5609
18,6054
18,1097
19,2455
19,6082
19,6180
19,3810
19,9824
19,5525
19,6024
19,766
19,4653
19,3981
19,5338
19,4719
19,3269
19,2704
19,675
19,6029
19,6541
19,4213
19,8371
19,8764
19,8433
19,7044
19,5475
19,5949
19,721
19,2315
19,9997
19,5782
19,9676
19,4750
19,7513
19,9233
19,4522
19,7838
19,4390
19,1351
19,2676
19,9819
19,9786
19,1964
19,3578
19,5144
19,1746
19,1763
19,3129
19,5644
19,9356
19,8648
19,9345
19,6357
20,7039
20,2237
20,8823
20,1269
20,9910
20,7082
20,2740
20,4706
20,3545
20,1312
20,5038
20,3292
20,8375
20,9122
20,527
20,7146
20,5362
20,9167
20,8909
20,1538
20,374
20,3629
20,4492
20,4774
20,1685
20,32
20,6197
20,1437
20,5405
20,2800
20,3027
20,1188
20,1617
20,270
20,7923
20,1189
20,7141
20,7850
20,7139
20,1568
20,8569
20,4449
20,8770
20,7618
20,6047
20,4042
20,6435
20,4712
20,3338
20,3821
21,7085
21,6923
21,3265
21,3351
21,4321
21,181
21,3975
21,9207
21,7934
21,1536
21,6432
21,5913
21,6356
21,7690
21,8440
21,3281
21,4466
21,707
21,2423
21,1640
21,6251
21,4358
21,572
21,8888
21,9289
21,5084
21,1400
21,9113
21,2223
21,2186
21,3842
21,4236
21,1739
21,1472
21,7408
21,281
21,9910
21,2389
21,5504
21,9210
22,1794
22,9223
22,290
22,7410
22,8165
22,2526
22,2369
22,2828
22,9908
22,5781
22,7048
22,9412
22,3458
22,9293
22,6524
22,1649
22,7503
22,1516
22,3348
22,5662
22,4693
22,4438
22,9276
22,8177
22,1647
23,5661
23,7984
23,5443
23,5244
23,2158
23,7753
23,9946
23,7104
23,4079
23,9908
23,8253
23,3568
23,4739
23,128
23,5250
23,9610
23,2923
23,921
23,4585
23,5391
23,2977
23,429
23,6239
23,231
23,9330
23,9678
23,9135
23,7882
23,6833
23,1048
23,4124
23,2192
23,1115
23,8411
23,946
23,2515
23,8960
23,4290
23,7022
23,3051
23,7576
23,3048
23,804
23,5530
23,5707
23,8123
23,6528
23,5362
23,7416
23,9963
24,8900
24,920
24,3473
24,6443
24,6330
24,3344
24,602
24,6270
24,8262
24,5005
24,431
24,797
24,8293
24,5605
24,4365
24,5201
24,1901
24,103
24,8675
24,4412
24,9585
24,9232
24,5026
24,651
24,9979
24,7211
24,1790
24,8218
24,1518
24,7552
24,6528
24,4449
24,9862
24,6923
24,2034
24,3670
24,7971
24,4903
24,6197
24,7090
24,9969
24,5908
24,788
24,1235
24,2941
24,9495
24,4559
24,3786
24,5758
24,9998
25,7784
25,1538
25,2519
25,4614
25,5599
25,4651
25,1352
25,5954
25,7219
25,5033
25,597
25,2828
25,5067
25,655
25,4724
25,2708
25,4056
25,2212
25,8179
25,9647
25,5105
25,713
25,914
25,232
25,4300
25,3289
25,9055
25,3385
25,8651
25,1121
25,4577
25,559
25,509
25,2929
25,7618
25,1835
25,8360
25,7707
25,8840
25,5039
25,3117
25,4928
25,9833
25,376
25,5046
25,7533
25,5284
25,580
25,4204
25,7587
26,5945
26,2747
26,1433
26,6073
26,9651
26,26
26,5162
26,604
26,1526
26,5773
26,4083
26,6047
26,749
26,2192
26,7112
26,2033
26,4190
26,115
26,7822
26,3163
26,6407
26,1013
26,2331
26,3883
26,636
26,1158
26,5370
26,2511
26,3578
26,3552
26,7925
26,7868
26,207
26,1314
26,3939
26,2909
26,4418
26,477
26,2958
26,3712
26,8888
26,4475
26,8844
26,5655
26,4430
26,155
26,4928
26,560
26,339
26,1437
27,9824
27,2075
27,9950
27,869
27,4527
27,3555
27,2572
27,3131
27,5199
27,6862
27,6277
27,7077
27,2976
27,5927
27,6580
27,4891
27,2826
27,7719
27,2514
27,5194
27,837
27,6028
27,6940
27,4761
27,1707
27,9745
27,5860
27,8736
27,8232
27,3973
27,1516
27,1090
27,8443
27,8488
27,4905
27,1700
27,2669
27,2369
27,9661
27,6092
27,4721
27,7773
27,5075
27,4927
27,3863
27,3379
27,9801
27,4716
27,8726
27,78
28,7308
28,6124
28,2848
28,6567
28,1947
28,9332
28,7374
28,8434
28,8069
28,209
28,8789
28,9983
28,6386
28,8135
28,9855
28,3565
28,662
28,9108
28,5510
28,3419
28,27
28,7543
28,9729
28,3302
28,2821
28,4929
28,1164
28,3397
28,960
28,4856
28,5698
28,9379
28,2841
28,3286
28,9705
28,3207
28,1416
28,370
28,1123
28,5511
28,3081
28,9895
28,9400
28,6575
28,6463
28,1907
28,3148
28,3112
28,2556
29,9331
29,7375
29,648
29,2802
29,5183
29,1614
29,6897
29,9207
29,9839
29,3868
29,9368
29,6882
29,1466
29,5600
29,4241
